human,ashuman,asmachine
0.0633147113594041,0.11643835616438356,0.07593457943925233
0.048051948051948054,0.10377358490566038,0.09045226130653267
0.06430868167202572,0.11993243243243243,0.1180327868852459
0.05045871559633028,0.07395498392282958,0.03125
0.0670807453416149,0.0970724191063174,0.04118404118404118
0.062421972534332085,0.1111111111111111,0.08869814020028613
0.06820365033621517,0.08635097493036212,0.06996381182147166
0.05588235294117647,0.09305993690851735,0.07308377896613191
0.04755043227665706,0.09936908517350158,0.0662557781201849
0.06656580937972768,0.10223642172523961,0.11472602739726027
0.048314606741573035,0.11149825783972125,0.08695652173913043
0.04329608938547486,0.07236842105263158,0.06456953642384106
0.07588532883642496,0.08395802098950525,0.0927536231884058
0.04962406015037594,0.08737864077669903,0.08818897637795275
0.04021164021164021,0.10977443609022557,0.08874801901743265
0.03564727954971857,0.019261637239165328,0.09427609427609428
0.04950495049504951,0.08809891808346214,0.1029641185647426
0.07446808510638298,0.10561056105610561,0.1076923076923077
0.05306603773584906,0.09735973597359736,0.11937716262975778
0.051047120418848166,0.07113543091655267,0.1116751269035533
0.06286836935166994,0.09,0.1179245283018868
0.07100591715976332,0.1095679012345679,0.09615384615384616
0.08368794326241134,0.04148148148148148,0.097953216374269
0.05663189269746647,0.11382113821138211,0.03323262839879154
0.06471494607087827,0.08372093023255814,0.07923930269413629
0.07213578500707214,0.10410557184750734,0.07604017216642754
0.07395498392282958,0.08180300500834725,0.091324200913242
0.07457627118644068,0.09966216216216216,0.10945273631840796
0.06495098039215687,0.041353383458646614,0.11092715231788079
0.07427785419532325,0.12079510703363915,0.13504273504273503
0.06886657101865136,0.09259259259259259,0.10789049919484701
0.079,0.08915304606240713,0.08870967741935484
0.03606853020739405,0.08373435996150144,0.06979405034324943
0.073502722323049,0.09485530546623794,0.08442330558858502
0.06488011283497884,0.1069182389937107,0.1137370753323486
0.06976744186046512,0.07345575959933222,0.09243697478991597
0.05033112582781457,0.04161248374512354,0.09487179487179487
0.03571428571428571,0.09452054794520548,0.06528189910979229
0.056686046511627904,0.10920436817472699,0.10264900662251655
0.060240963855421686,0.12129760225669958,0.11185308848080133
0.048994974874371856,0.08074534161490683,0.06891271056661562
0.057458563535911604,0.06513409961685823,0.05812220566318927
0.07058823529411765,0.10186757215619695,0.09485530546623794
0.05736434108527132,0.125,0.1390728476821192
0.06351550960118169,0.11442006269592477,0.10764430577223089
0.05971769815418024,0.07476635514018691,0.08452950558213716
0.04594594594594595,0.023876404494382022,0.07603305785123966
0.060209424083769635,0.09863429438543247,0.13858267716535433
0.08360128617363344,0.12351945854483926,0.09644670050761421
0.09393939393939393,0.106703146374829,0.11492734478203434
0.07592891760904685,0.15437392795883362,0.12962962962962962
0.09825997952917093,0.10072815533980582,0.09441489361702128
0.08102955195424213,0.14237668161434977,0.09043250327653997
0.12236286919831224,0.13378378378378378,0.10279187817258884
0.07437348423605497,0.1422070534698521,0.11800610376398779
0.1122334455667789,0.14548238897396631,0.14418604651162792
0.08953168044077135,0.1252927400468384,0.14769975786924938
0.08659217877094973,0.13435374149659865,0.10488505747126436
0.13048933500627352,0.1337142857142857,0.1366822429906542
0.1511111111111111,0.13838550247116968,0.12155388471177944
0.11003236245954692,0.1269296740994854,0.11353032659409021
0.14468085106382977,0.09523809523809523,0.1385176184690158
0.10679611650485436,0.11640953716690042,0.08859060402684564
0.07958477508650519,0.153125,0.10745233968804159
0.10717614165890028,0.16705607476635514,0.13647342995169082
0.10445682451253482,0.0963855421686747,0.14432989690721648
0.10802919708029197,0.13297150610583447,0.11627906976744186
0.06847697756788666,0.11597938144329897,0.09915966386554621
0.11647058823529412,0.13693467336683418,0.1611842105263158
0.12027027027027028,0.135678391959799,0.13798977853492334
0.08943089430894309,0.09363295880149813,0.10980392156862745
0.10303030303030303,0.1338709677419355,0.1187214611872146
0.06660823838737949,0.10770975056689343,0.09147095179233622
0.09180327868852459,0.12603648424543948,0.10220125786163523
0.1358288770053476,0.1792452830188679,0.09608091024020228
0.10465116279069768,0.1493099121706399,0.09702457956015524
0.11666666666666667,0.1466372657111356,0.11053984575835475
0.05660377358490566,0.12413793103448276,0.07384987893462469
0.08673894912427023,0.08971553610503283,0.14623955431754876
0.1395112016293279,0.10440251572327044,0.15757575757575756
0.07848837209302326,0.1221476510067114,0.10887772194304858
0.11203319502074689,0.10880829015544041,0.11862244897959184
0.10725075528700906,0.1358839050131926,0.10773130544993663
0.10626992561105207,0.1398354876615746,0.10714285714285714
0.08373786407766991,0.13829787234042554,0.0847457627118644
0.11061946902654868,0.12560975609756098,0.11705202312138728
0.10143042912873862,0.14214046822742474,0.09077809798270893
0.12440758293838862,0.14175824175824175,0.12291169451073986
0.10459770114942529,0.15077989601386482,0.15963060686015831
0.1325,0.1122715404699739,0.1500646830530401
0.13119143239625167,0.15424164524421594,0.0989010989010989
0.13106796116504854,0.11092715231788079,0.13916786226685796
0.11164274322169059,0.09298780487804878,0.08925869894099848
0.09915356711003627,0.12131919905771496,0.09254807692307693
0.13612565445026178,0.1544943820224719,0.1461038961038961
0.14248366013071895,0.1762820512820513,0.14008321775312066
0.09988518943742825,0.16065573770491803,0.14424410540915394
0.07598784194528875,0.11529411764705882,0.07868020304568528
0.10974610974610975,0.11204013377926421,0.1299254526091587
0.13607188703465983,0.17790530846484937,0.13440860215053763
0.09608540925266904,0.09504685408299866,0.12779156327543426
0.11316113161131611,0.11830635118306351,0.08190709046454768
0.06930693069306931,0.0896551724137931,0.11972633979475485
0.12205270457697642,0.10783055198973042,0.15796178343949044
0.0950965824665676,0.12137203166226913,0.1034047919293821
0.10526315789473684,0.12020033388981637,0.1018957345971564
0.13445378151260504,0.12857142857142856,0.15873015873015872
0.09752066115702479,0.0967741935483871,0.12273361227336123
0.09007981755986318,0.13087674714104194,0.12605042016806722
0.08027522935779817,0.11004784688995216,0.08683853459972862
0.08852459016393442,0.16522811344019728,0.0943089430894309
0.11247216035634744,0.1477832512315271,0.0988296488946684
0.1044921875,0.11594202898550725,0.13109243697478992
0.14150943396226415,0.10632183908045977,0.1357142857142857
0.11521252796420582,0.15834348355663824,0.082010582010582
0.06791171477079797,0.10444444444444445,0.06572164948453608
0.12024539877300613,0.1364795918367347,0.1202435312024353
0.1111111111111111,0.15304347826086956,0.12965722801788376
0.12544802867383512,0.16238159675236807,0.16033057851239668
0.12344280860702152,0.1353658536585366,0.10626702997275204
0.0782169890664424,0.10421286031042129,0.13122923588039867
0.11836115326251896,0.11254019292604502,0.1199400299850075
0.13093525179856116,0.12776831345826234,0.07449856733524356
0.08019639934533551,0.1111111111111111,0.10359712230215827
0.15138888888888888,0.17083946980854198,0.125
0.10107334525939177,0.13157894736842105,0.10444177671068428
0.09078947368421053,0.14010507880910683,0.11993243243243243
0.08675263774912075,0.1377551020408163,0.14888010540184454
0.07840909090909091,0.09771986970684039,0.08916323731138547
0.08613728129205922,0.13050570962479607,0.1278600269179004
0.06354515050167224,0.12089810017271158,0.09983361064891846
0.09831932773109243,0.1487695749440716,0.07672955974842767
0.13114754098360656,0.1411764705882353,0.13722397476340695
0.11574697173620457,0.1193029490616622,0.09987029831387809
0.11533052039381153,0.13548387096774195,0.07888040712468193
0.12811387900355872,0.14331550802139037,0.12609649122807018
0.088139281828074,0.1270096463022508,0.10613207547169812
0.13123359580052493,0.14827018121911037,0.11294765840220386
0.0925700365408039,0.15057283142389524,0.09956076134699854
0.09233610341643583,0.13144058885383805,0.11813643926788686
0.15428571428571428,0.15977011494252874,0.13942857142857143
0.1038961038961039,0.09838107098381071,0.09620596205962059
0.07352941176470588,0.08437067773167359,0.10344827586206896
0.11490125673249552,0.14882506527415143,0.1181702668360864
0.11645962732919254,0.12984822934232715,0.11992945326278659
0.06304985337243402,0.14613180515759314,0.10921985815602837
0.12666666666666668,0.14912280701754385,0.1369472182596291
0.12347560975609756,0.1440107671601615,0.08935611038107753
0.08493589743589744,0.13258785942492013,0.11729323308270677
